rooms,area,gross_rent,net_rent,plz,street,place,build_ren_year,infos,balcony_terrace,pets,elevator,car_spot,minergie,wheelchair_access,new_building,washmachine,dishwasher,url_immoscout
"3,5 Zimmer",90 m²,CHF 2180.—,CHF 1820.—,3800,Stadtfeldstrasse 20,Unterseen,2016,"Helle, sonnig gelegene 3,5 Zimmer-Wohnung mit attraktiver offener Küche im ersten Stock mit grossem Südbalkon. Topmodernes Badezimmer - Dusche, keine Badewanne. Fantastisches Alpenpanorama und direkter Blick auf Eiger, Mönch und Jungfrau. Anschlüsse Internet und Kabel-TV vorhanden. Entrée, Wohnzimmer, Schlafräume, Küche, hochwertiges Eichenparkett. Steinkeramikboden in Badezimmer und Gäste WC. Geeignet für eine Einzelperson oder ein Paar.Zusätzlich: geheizter Hobbyraum mit Tageslicht sowie je ein Keller- und ein grosszügiges Estrichabteil. Gemeinschaftswaschküche (Waschtag).Naherholungsgebiet Lombach in direkter Fussdistanz. Sehr gute Verbindung zum öffentlichen Verkehr. Der Ortsbus fährt direkt zum Bahnhof und zu den Einkaufszentren. Einzelne Garage kann für CHF 180.00 dazugemietet werden. Die Wohnung wird nur an Nichtraucher vermietet.",True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-unterseen/3918977
"3,5 Zimmer",75 m²,CHF 1445.—,CHF 1250.—,3250,Schachenweg 5,Lyss,1984,"Per sofort vermieten wir eine moderne 3.5-Zimmer-Wohnung an zentrumsnaher Lage, angrenzend an das Naherholungsgebiet sowie der Alten Aare.Die Wohnung bietet folgende Vorzüge:helle grosse Räume, ausgestattet mit Laminatbodenoffener Wohn- und Essbereich mit Balkonneue moderne offene Küche mit Essplatzmodernes Badezimmer mit HandtuchradiatorGarderobenschrank im EingangsbereichEine Einstellbox kann für Fr. 110.- dazu gemietet werden.Zögern Sie nicht uns für einen Besichtigungstermin zu kontaktieren.",True,True,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-lyss/6903953
"5,5 Zimmer",140 m²,CHF 2390.—,CHF 2110.—,3267,Lyssstrasse 7,Seedorf BE,2016,Moderne Wohnung in der Natur gesucht? Dann sind Sie hier genau richtig!Wir vermieten per sofort oder nach Vereinbarung eine grosszügige lichtdurchflutete 5.5-Zimmerwohnung im schönen Seedorf!Diese unverwechselbare Wohnung bietet folgende vorzüge:Galeriewohnung an ruhiger und sonniger Lageoffene Küche mit KochinselBodenbeläge in Keramikplatten und Echtholzparkettgrosser gedeckter BalkonWaschmaschine und Tumbler in der Wohnunggeräumiger KellerWärmepumpenheizung (Erdsonde)Einstellhallenplätze können für Fr. 110.-/mtl. dazu gemietet werden.Die Wohnungen wurden als nach den neusten Normen bezüglich Schallschutz und Energieverbrauch erstellt.Zögern Sie nicht uns bei Interesse für einen Besichtigungstermin zu kontktieren.,True,True,True,False,True,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-seedorf-be/6768511
3 Zimmer,No information,CHF 1240.—,CHF 1020.—,2502,Verresiusstrasse 6,Biel/Bienne,2022,Wir vermieten per sofort oder nach Vereinbarung nah am Bahnhof Biel gelegene und moderne 3.0 Zimmerwohnung.moderne Küchemodernes BadFischgradt Parkett- und Plattenbödengrosszügiger KorridorKeller vorhandenWir freuen uns auf Ihre Kontaktaufnahme betreffend einer Besichtigung.,False,True,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-biel-bienne/2990656
"3,5 Zimmer",No information,CHF 1650.—,CHF 1450.—,2560,Hauptstrasse 9,Nidau,No information,Gemütliche 3.5-Zimmer-WohnungKüche mit viel Stauraum500 m zum See und 400 m zum Bahnhofgrosszügiges WohnzimmerZentrale LageHaben wir Ihr Interesse geweckt? Rufen Sie noch heute an und vereinbaren Sie einen unverbindlichen Besichtigungstermin.,True,True,False,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-nidau/6951667
"3,5 Zimmer",90 m²,CHF 1390.—,CHF 1300.—,3018,Thüringstrasse 24,Bern,No information,"Sehr ruhige, komplet neu renovierte , helle und ruhige Wohnung.Zentral in BümplizWichtig :Keine Raucher und Haustiere",True,False,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-bern/6834689
"4,5 Zimmer",112 m²,CHF 1540.—,CHF 1350.—,3150,Thunstrasse 32,Schwarzenburg,No information,No information,True,False,True,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-schwarzenburg/7102418
"3,5 Zimmer",97 m²,CHF 1490.—,CHF 1250.—,3125,Hangweg 1,Toffen,2021,"Grosse, gemütliche Wohnung in ehemaligen Bauernhaus in Toffen zu vermieten, 3,5 Zimmer mit grosser Wohnküche mit anschliessendem Wohnzimmer und  2 geräumigen Zimmern mit geölten Holzboden. Eine grosse, vor Regen geschützte Laube mit Blick auf die Alpen rundet das Wohnerlebnis ab. Waschen in der Wohnung, Kein Geschirrspüler. Parkplatz kann für SFR 50.- dazugemietet werden.Das schöne Gürbetal lädt zum Biken, Joggen und Wandern ein. Sie erreichen Bern mit dem Zug in 17 Minuten und Thun in 23 Minuten",True,False,False,True,False,False,False,True,False,https://www.immoscout24.ch/de/d/wohnung-mieten-toffen/7101930
"4,5 Zimmer",109 m²,CHF 2100.—,CHF 1780.—,3604,Bubenbergstrasse,Thun,2021,"Wir vermieten per sofort oder nach Vereinbarung eine geräumige und renovierte 4.5-Zimmerwohnung à 109 m2 im 1.OG (mit Lift). Mietkosten netto CHF 1'780 plus CHF 320.- NK, Bruttomiete pro Monat: CHF 2'100.-Die stadtnahe Wohnung bietet folgende Vorzüge:Sämtliche Zimmer sind mit Holzparkett (neu) und hellen Bodenplatten ausgestattetEs erwartet Sie eine neue moderne Küche (2021) mit allem KomfortEin grosszügiger Balkon (zT. mit Windschutz) und ReduitEin renoviertes Badezimmer und Gäste-WCEin Kellerabteil, ein eigener Waschturm usw.Bei Bedarf kann ein Einstellhallenplatz für CHF 115.00 dazugemietet werdenDie Wohnung liegt in einem ruhigen und freundlichen QuartierBustationen befinden sich in unmittelbarer NähePrimar- und Sekundarschule sowie Kindergarten sind in 5-10 Gehminuten erreichbarEntspricht die Wohnung Ihrer Vorstellung? Dann freuen wir uns sehr über Ihre Kontaktaufnahme.",True,False,True,True,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-thun/6703011
"3,5 Zimmer",95 m²,CHF 1250.—,CHF 1050.—,4900,Sankt-Urbanstrasse,Langenthal,No information,"In Zentrum von LangenthalIn einem kl. Mehrfamilienhausmit Badewanne,Geschirrspüler,grosser Balkonterrasse,offen Küche,Parkplatz.Ab sofort oder nach Vereinbarung",True,True,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-langenthal/7101491
"3,5 Zimmer",88 m²,CHF 1800.—,CHF 1650.—,4704,Rosenweg 1,Niederbipp,2022,"Wohnung im 1. OG in diesem komplett sanierten Plusenergie-Haus zu vermieten. Natürliche Materialien (Holz, Lehm, Zellulose). Die Wohnungen werden über die Photovoltaikanlage mit Strom versorgt. Beide Wohnungen haben einen Gartenanteil. Waschmaschine Tumbler in den Wohnungen. Kelleranteil. Komfortlüftung und Wärmepumpe mit Bodenheizung. Erstvermietung! In den Nebenkosten ist auch der Haushaltstrom enthalten. Zudem sind die Nebenkosten in einem Plusenergiehaus unabhängiger als in einem üblichen Neubau",True,False,False,True,True,False,True,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-niederbipp/7043239
"3,5 Zimmer",90 m²,CHF 1600.—,CHF 1400.—,3800,Breitengässli 7,Unterseen,No information,Gemütliche ruhige zentral gelegene für Einzelperson oder junges Paar geeignete Wohnung.Schöne offene KücheBodenbeläge Laminat und KeramikplattenEinbauschränke in den SchlafzimmernHelle RäumeEigene grosse TerrasseGartensitzplatz zur MitbenützungLage:Zentral und ruhigEinkaufsmöglichkeit in GehdistanzNaher öffentlicher VerkehrGut zu wissen:Eigener AbstellplatzHaustiere sind nicht erlaubtGemeinsame Waschküche,False,False,False,False,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-unterseen/7065585
4 Zimmer,98 m²,CHF 1435.—,CHF 1145.—,3309,Hauptstrasse 10,Kernenried,2019,"Ländlech wohne:Kernenried ist ein kleines, beschauliches Bauerndorf, in welchem sich die Einwohner noch kennen und grüssen. Ein idealer Ort, um sich vom Berufsalltag in aller Ruhe zu entspannen. Kinder wachsen hier behütet und in einem sicheren Umfeld auf. Dank dem Autobahnanschluss Kirchberg ist man schnell überall. Aber auch mit dem ÖV ist Bern keine halbe Stunde entfernt.Folgendes bietet Ihnen die Wohnung:Homeoffice: ein Zimmer ist separat via Treppenhaus zugänglich und eignet sich somit perfekt als Büro.Grosszügig: die Küche bietet viel Stauraum und eine tolle Aussicht in die schöne Landschaft.Gäbig: Badezimmer mit Badewanne und separates Gäste-WC.Viu Stouruum: Dank diversen Einbauschränken findet alles seinen Platz.Ussicht: auf dem Balkon können Sie die Aussicht ins Grüne geniessen.D'Chöste im Blick:Dank der Nebenkostenpauschale werden Sie nicht von horrenden Nachzahlungen überrascht. Der Strom wird zudem von der hauseigenen Solaranlage bezogen.Für's Outo:Es kann eine Garage für CHF 100.-, ein Carport für CHF 70.- und/oder Aussen-Parkplätze für CHF 30.- gemietet werden.Dr Gwunger gweckt?Verschaffen Sie sich dank der virtuellen Tour einen ersten Eindruck bequem vom Sofa aus. Gerne zeigen wir Ihnen das Objekt anschliessend auch persönlich.",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-kernenried/7086908
3 Zimmer,No information,CHF 1490.—,CHF 1250.—,3073,Worbstrasse 220,Gümligen,2022,3-Zimmer-Wohnung zu vermieten ab sofort oder nach Vereinbarung in Gümligen an zentraler Lage an der Worbstrasse 220 im 1. Stock mit Balkon.,True,False,False,False,False,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-guemligen/7100958
"2,5 Zimmer",74 m²,CHF 1670.—,CHF 1490.—,3205,Hapfernweg 1a,Gümmenen,2015,"hapfern-punkt-chDer im 2015 entstandene Neubau im Minergie- und Eigentumsstandard in Gümmenen befindet sich in der attraktiven und steuergünstigen Wohngemeinde Mühleberg. Zu mieten ist eine moderne und äusserst helle 2 1/2 Zimmer Wohnung mit einem grosszügigen Balkon von 17 m2. Der Balkon mit Ausrichtung nach Südwesten ist quasi dauerhaft besonnt und mit einem hochwertigen Schweizer****Granit ausgestattet! Die Wohnung verfügt über einen gemauerten, abschliessbaren Keller von 10 m2!Einstellhallenplätze können dazugemietet werden.Die Stadt Bern befindet sich in angenehmer Distanz mit nur  15 Minuten Autofahrt. Die Bahnhöfe Gümmenen und Rosshäusern (beides Park & Ride) bieten sehr gute Verbindungen nach Bern oder Neuenburg. Zu Fusserreichen Sie in 10 Minuten das Zentrum des Dorfes Mühleberg mit einem Restaurant, einer Bank, einem Volg Einkaufsladen mit Poststelle,  Ärzten sowie einem Blumenladen, Coiffeur und anderen Dienstleistungsbetrieben. Zahnärzte und Spitex sind im Amtsbezirk Laupen erreichbar.Auf halbem Weg nach Bern erreichen Sie weitere attraktive Einkaufsmöglichkeiten im Westside Bern Brünnen oder auch im benachtbarten Laupen.Mit Liebe zum Detail, Funktionalität und modernem Design ist das Gebäude und die Wohnung im Eigentumsstandard wie folgt ausgestattet:Wärmepumpenheizung im UG Luft/Wasser mit automatischer Aussentemperatur-Steuerung. -> günstige Nebenkosten. Wärmeabgabe über Fussbodenheizung.Separate Stromverbrauchsmessung. Allgemeinräume, Aussenbeleuchtung, Treppenhaus und Einstellhalle etc. auf allgemeine Messung.Jede Wohnung mit Waschmaschine, Tumbler Reduit oder Vorrats-Putzschrankund Garderobe.Siemens Waschvollautomat varioPerfect, Energieeffizienzklasse A+++, 7kg Fassung, Vollelektronische Einknopfbedienung für alle Wasch- und Spezialprogramme. Siemens Luftkondensationswäschetrockner 40% sparsamer als der Grenzwert zur Energieklasse A, Fassung 1-7 kg.Moderne helle Küchen individuell vom Schreiner gefertigt mit grosszügiger Kochinsel und integrierter Frühstücksecke/Bar. Dunkle Granitabdeckung (Pretoria geflammt), Geschirrspüler, freistehender Dampfabzug, Glaskeramikkochfeld flächenbündig eingebaut,  Backofen und Steamer, Kühl-/Gefrierkombination, Abwaschbecken von unten her eingebaut. Alle Geräte: Siemens. Backofen & Steamer in Edelstahl. Weitere Details zu den Küchenmöbel:Ein Oberbau mit Faltlifttüre inkl. LED Beleuchtung. Relinggriffe Edelstahlfinish. Schubladen: integriertes Auszugsystem geschützt, nicht sichtbar, vollausziehbar. Schwebelauf sanft, leise und gedämpft. Kehrricht mit Abfalltrennsystem (35 Liter Abfallsack, 5,5 Liter Behälter für Kompost), beide Behälter abgedeckt mit Aktivkohlegeruchsfilter. Flaschenauszug ausgerüstet mit rutschhemmenden Böden wie auch die Pfannenauszüge und Besteckeinsätze.Die 2 1/2 Zimmer Wohnung verfügt über Dusche & Badewanne. Die Dusche ist fugenlos aus AIDO, ebenerdig begehbar. Die Nasszelle verfügt über ein vom Schreiner gefertigtes Designerwaschbecken mit Unterbau und ebenfalls einen passenden Designerspiegelschrank mit Leuchtmittel.  Klosettsitze mit Absenkautomatik.Böden Wohnzimmer, Küche, Gang, Essbereich: Nadura (Holzfasern/Minerische Stoffe in Schiefer Anthrazit Optik), Nr. 1 im Ökotest.Boden Zimmer: Vinyl Holzstruktur ""Birke gealtert"".Wände mit kleinkörnigem weissem Abrieb und glatte weisse Decken mit grosszügig eingelegten Deckenlampen im Küchen- und Gangbereich.Elektrische Rafflamellenstorenundelektrische Markisenin allen Wohnungen.In allen Zimmern (ausser Nasszellen und Reduits) Multimediaverkabelung.Helle Zimmer mit vielen Fenstern bis auf den Boden.Alle Terrassen mit Bodenplatten aus Schweizer Serizzo Granit.Gemauerter Kellerraum (10m2) im Mietpreis inbegriffen.Rollstuhlgängiger Personenaufzug, der aus der Einstellhalle alle Stockwerke erschliesst.Zugang zur Einstellhalle via elektrisches Tor; Einstellhallenplätze können dazugemietet werden.Die Umgebung und der Garten ist liebevoll und grosszügig gestaltet und wird auch durch einen Rasenroboter gepflegt.Mechatronische Schliessanlage mit einheitlichem Schlüssel für Wohnung, Haustüre, Einstellhalle, Briefkasten und Keller.Briefkasten mit Gegensprechanlage.Gedeckter Velounterstand.Hunde und Katzen nicht erlaubt. Andere Haustiere auf Anfrage.Sehen Sie weitere Details, Grundrisse, Küchenansichten und Extras auf hapfern-punkt-ch oder kontaktieren Sie uns unverbindlich unter Tel. 079 244 16 32.",True,False,True,True,True,True,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-guemmenen/7027758
"3,5 Zimmer",88 m²,CHF 1349.—,CHF 1209.—,3706,Dorfstrasse 29,Leissigen,1996,Nur an Nichtraucher!TV Satelit,True,False,False,False,False,False,False,True,False,https://www.immoscout24.ch/de/d/wohnung-mieten-leissigen/3640918
"4,5 Zimmer",No information,CHF 1590.—,CHF 1350.—,2563,Buchenweg 15,Ipsach,No information,"Herzlich willkommen am Buchenweg!Es erwartet Sie eine frisch renovierte, äusserst grosszügige 4.5- Zimmerwohnung, mit folgenden Vorzügen:Neue Küche mit modernsten Küchengeräten wie Geschirrspüler, Glaskeramik, grosszügiger Kühlschrank und vieles mehrNeues Badezimmer mit Badewanne und WCZusätzliches Gäste-WCCheminée für gemütliche StundenEinbauschränke mit viel StauraumEdle Parkettböden im WohnzimmerNeue Böden in den SchlafzimmernPrivatsphäre da die Nachbarshäuser nicht direkt an der Parzellengrenze stehenLiegenschaft in BielerseenäheEinstellhallenplätze können bei Bedarf dazu gemietet werden.Kein Lift in dieser Liegenschaft.Zögern Sie nicht und kontaktieren Sie uns noch heute über das Kontaktformular. Wir freuen uns auf Sie!",True,True,False,True,False,False,False,False,False,https://www.immoscout24.ch/de/d/wohnung-mieten-ipsach/7029340
"4,5 Zimmer",100 m²,CHF 1750.—,CHF 1600.—,3627,Dornhaldestrasse 7,Heimberg,2012,"Neuere, helle, freundliche, schöne Wohnung in 3-Familienhausmit Plattenböden; Zimmer Linoleummit Steamer, Steinabdeckung, GK, DA und Geschirrspüler etc.mit Bad-WCmit kleinem Balkonmit eigenem, altem KellerabteilHauswirtschaftsraum und Terrrasse wird von zwei anderen Parteien mitbenutztVeloraumAutoabstellplätze zu je 50.- / Monat mietbar",True,False,False,True,True,False,False,False,True,https://www.immoscout24.ch/de/d/wohnung-mieten-heimberg/3539287
"4,5 Zimmer",96 m²,CHF 1980.—,CHF 1680.—,3645,Schorenstrasse 28,Gwatt (Thun),2019,"Am Schorenstrasse 28 in Gwatt / Thun im 1.OG. Komplet renoviert im Jahr 2019. mit zwei Badezimmer (Badewane/WC und Dusche/WC), zur Verfügung steht eine Waschmaschine und Tombler in der Wohnung. Zusätzlich kann man eine Waschküche die für alle Bewohner da ist auch gerne brauchen.Einstellhallenplatz kann für CHF 120.- mtl. dazu gemietet werden.Im Wohnzimmer steht eine Eigebaut IInverter Klimaanlage.Zur Wohnung dazu steht Ihnen ein Kellerabteil zur Verfügung.Die Wohnung befinden sich in einem ruhigem Wohnquartier. Die Ligenschaft ist mit dem öffentlichem Verkehr ausgezeichnet erschlossen (Linie 5 STI Bus fährt alle 10 min zum Bahnhof)Der Thunersee befindet sich auch nurwenige gehminuten entfernt. Von der Terasse aus sind die schönen Berge zu begutachten.Nur 800 m envernt von Einkaufszentrum Strättligen ( Coop, Coop Hoby , Coop Restaurant, Dener, Dosenbach ,Post ,AEK BAnk, Apotheke Drogerie Strätligen und weitere kleinere Gäschefte.",True,False,False,False,False,False,False,True,True,https://www.immoscout24.ch/de/d/wohnung-mieten-gwatt-thun/7083300
1 Zimmer,No information,CHF 790.—,No information,2577,Hauptstrasse 13,Finsterhennen,2021,"Top möbliertes ZimmerAusstattung:  Bettgrösse 140 x 200 cm
  eigene Dusche mit WC
  Kühlschrank im Zimmer
  DSL Internet Anschluss
  TV im Zimmer
  Reinigungsdienst jede 2. Woche inkl.   
  wechseln der Bettwäsche und Frottierwäsche
  Mitbenützung der Gemeinschaftsküche & Waschküche
Preis:Monatlich CHF 790.00 Im Mietzins inklusive:  Gratis 1 Parkplatz
  Allgemeine Nebenkosten   
  (Strom, Wasser, DSL- & TV Anschluss, Heizung)
  Reinigungsdienst, jede 2. Woche
  Bett- und Frottierwäsche
  Kehrrichtgebühren",True,False,False,True,False,False,False,False,True,https://www.immoscout24.ch/de/d/einzelzimmer-mieten-finsterhennen/7100559
"3,5 Zimmer",80 m²,CHF 1950.—,CHF 1720.—,3806,Seestrasse 36,Bönigen b. Interlaken,2006,"Suchen Sie eine Wohnung fürs Alter in gepflegter Umgebung mit Sicht auf See und Berge?Oder eine Ferienwohnung für erholsame Aufenthalte und Ausflüge in Berglandschaften mit Ski- und Wandermöglichkeiten?Dann bietet Ihnen diese wunderschöne und stilvolle 3,5 Zimmer Dachwohnung mit Balkon am Brienzersee mit Lift und Bushaltestelle vor dem Haus in Bönigen/BE ideale Voraussetzungen!Der Zugang ist durch einen Treppenaufgang und durch einen Personenlift gewährleistet.Ein Einstellhallenplatz kann dazu gemietet werden.Die Wohnung befindet sich in der Residenz 'Schlössli'. Diese wurde ursprünglich als Seniorenresidenz gebaut mit direktem Anstoss zum Pflegeheim Schlössli. Die Wohnungen stehen aber allen Benutzer offen, auch als Ferienwohnungen in Dauermiete. Das gesamte Gebäude ist rollstuhlgängig. Als Alterswohnungen bieten sie natürlich ideale Voraussetzungen. So verfügen sie über einen Lift, elektrische Türöffner und die Bushaltestelle befindet sich vor der Haustür.AusstattungWohn- und Esszimmer / offene Küche mit Geschirrspüler, Backofen / 2 Schlafzimmer / Badezimmer mit Badewanne und sep. Dusche und WC mit Closomataufsatz / Reduit mit Waschmaschine und Tumbler / Balkon mit Reduit /  durchgehend Plattenboden / Bodenheizung / elektrisch betriebene Fensterstoren und SonnenstoreKomfortDas Gebäude verfügt über einen Lift vom UG bis DG und alle Zugangstüren über einen sensorgesteuerten elektrischen Betrieb.Bei Bedarf kann das Essen vom benachbarten Pflegeheim auf das Zimmer bestellt werden oder es kann dort im Speisesaal genossen werden. Gegebenenfalls können auch Pflegedienste bezogen werden.Im Dachgeschoss steht eine Terrasse und vor den Wohnungszugängen ein Pavillon zur gemeinsamen Nutzung zur Verfügung.Besonnung / SichtAusrichtung der Wohnung, Balkon und Schlafzimmer 1 gegen West, Sonne von Mittags bis Abends. Schlafzimmer 2 gegen Ost.LageDie Residenz 'Schlössli' steht an ruhiger und sonniger Lage am Brienzersee in einem Quartier von Bönigen. Das Dorf bietet für verschiedenste Ansprüche ideale Voraussetzungen.Bönigen ist sowohl mit privaten als auch mit öffentlichen Verkehrsmitteln sehr gut erschlossen. Wander- und Skigebiete sind in unmittelbarer Nähe. Das ruhige Dorf liegt nur 3 Kilometer östlich von Interlaken.",True,False,True,True,False,True,False,True,True,https://www.immoscout24.ch/de/d/dachwohnung-mieten-boenigen-b-interlaken/6852996
